compatibility,parser_surface,compatibility_surface,current_scratchbird_status,classification,downstream_owner,test_destination,source_search_key
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.query.select,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.query.select
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.query.with,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.query.with
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.routine.call,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.routine.call
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.maintenance.analyze_table,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.maintenance.analyze_table
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.maintenance.optimize_table,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.maintenance.optimize_table
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.maintenance.check_table,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.maintenance.check_table
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.maintenance.repair_table,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.maintenance.repair_table
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,mariadb.maintenance.flush,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kPatterns:mariadb.maintenance.flush
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,datatype_surface:enum_set,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDatatypeSurfaces:enum_set
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,datatype_surface:spatial,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDatatypeSurfaces:spatial
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,datatype_surface:charset_collation,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDatatypeSurfaces:charset_collation
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:aggregate,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:aggregate
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:window,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:window
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:string,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:string
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:numeric,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:numeric
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:temporal,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:temporal
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:json,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:json
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:sequence,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:sequence
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:regular_expression,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:regular_expression
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:security,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:security
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,builtin_function_surface:spatial,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kBuiltinSurfaces:spatial
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:information_schema,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:information_schema
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:mysql_schema,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:mysql_schema
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:performance_schema,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:performance_schema
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:sys_schema,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:sys_schema
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:sequence_metadata,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:sequence_metadata
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:routine_metadata,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:routine_metadata
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:table_metadata,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:table_metadata
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,catalog_overlay_surface:privilege_metadata,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kCatalogSurfaces:privilege_metadata
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,diagnostic_surface:parse,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDiagnosticSurfaces:parse
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,diagnostic_surface:security,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDiagnosticSurfaces:security
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,diagnostic_surface:routine,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDiagnosticSurfaces:routine
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,diagnostic_surface:maintenance,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDiagnosticSurfaces:maintenance
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,diagnostic_surface:sequence,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDiagnosticSurfaces:sequence
mariadb,MYSQL_COMPATIBLE_SQL_WIRE_PROCEDURAL,diagnostic_surface:handler,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/mariadb/mariadb_dialect.cpp#kDiagnosticSurfaces:handler
milvus,GRPC_REST_VECTOR_API,milvus.collection.create,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.collection.create
milvus,GRPC_REST_VECTOR_API,milvus.collection.drop,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.collection.drop
milvus,GRPC_REST_VECTOR_API,milvus.collection.has,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.collection.has
milvus,GRPC_REST_VECTOR_API,milvus.collection.describe,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.collection.describe
milvus,GRPC_REST_VECTOR_API,milvus.partition.create,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.partition.create
milvus,GRPC_REST_VECTOR_API,milvus.partition.drop,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.partition.drop
milvus,GRPC_REST_VECTOR_API,milvus.index.create,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.index.create
milvus,GRPC_REST_VECTOR_API,milvus.index.drop,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.index.drop
milvus,GRPC_REST_VECTOR_API,milvus.collection.load,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.collection.load
milvus,GRPC_REST_VECTOR_API,milvus.collection.release,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.collection.release
milvus,GRPC_REST_VECTOR_API,milvus.dml.insert,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.dml.insert
milvus,GRPC_REST_VECTOR_API,milvus.dml.upsert,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.dml.upsert
milvus,GRPC_REST_VECTOR_API,milvus.dml.delete,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.dml.delete
milvus,GRPC_REST_VECTOR_API,milvus.query.hybrid_search,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.query.hybrid_search
milvus,GRPC_REST_VECTOR_API,milvus.query.search,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.query.search
milvus,GRPC_REST_VECTOR_API,milvus.query.scalar,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.query.scalar
milvus,GRPC_REST_VECTOR_API,milvus.query.rerank,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.query.rerank
milvus,GRPC_REST_VECTOR_API,milvus.security.create_user,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.security.create_user
milvus,GRPC_REST_VECTOR_API,milvus.security.create_role,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.security.create_role
milvus,GRPC_REST_VECTOR_API,milvus.security.grant,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.security.grant
milvus,GRPC_REST_VECTOR_API,milvus.security.revoke,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kPatterns:milvus.security.revoke
milvus,GRPC_REST_VECTOR_API,datatype_surface:json,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDatatypeSurfaces:json
milvus,GRPC_REST_VECTOR_API,datatype_surface:array,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDatatypeSurfaces:array
milvus,GRPC_REST_VECTOR_API,datatype_surface:vector,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDatatypeSurfaces:vector
milvus,GRPC_REST_VECTOR_API,datatype_surface:geometry,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDatatypeSurfaces:geometry
milvus,GRPC_REST_VECTOR_API,datatype_surface:dynamic,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDatatypeSurfaces:dynamic
milvus,GRPC_REST_VECTOR_API,builtin_function_surface:metric,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kBuiltinSurfaces:metric
milvus,GRPC_REST_VECTOR_API,builtin_function_surface:index,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kBuiltinSurfaces:index
milvus,GRPC_REST_VECTOR_API,builtin_function_surface:filter,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kBuiltinSurfaces:filter
milvus,GRPC_REST_VECTOR_API,builtin_function_surface:search,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kBuiltinSurfaces:search
milvus,GRPC_REST_VECTOR_API,builtin_function_surface:load,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kBuiltinSurfaces:load
milvus,GRPC_REST_VECTOR_API,builtin_function_surface:security,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kBuiltinSurfaces:security
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:collections,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:collections
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:partitions,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:partitions
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:indexes,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:indexes
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:segments,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:segments
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:load_states,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:load_states
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:users,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:users
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:roles,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:roles
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:privileges,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:privileges
milvus,GRPC_REST_VECTOR_API,catalog_overlay_surface:aliases,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kCatalogSurfaces:aliases
milvus,GRPC_REST_VECTOR_API,diagnostic_surface:parse,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDiagnosticSurfaces:parse
milvus,GRPC_REST_VECTOR_API,diagnostic_surface:udr,parser_declares_noncluster_route_requiring_sblr_or_udr_expansion,IMPLEMENT_NONCLUSTER,sblr expansion lead,public_execution_plan/source-evidence/final-sblr-sbsql-sblr-expansion-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDiagnosticSurfaces:udr
milvus,GRPC_REST_VECTOR_API,diagnostic_surface:catalog,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDiagnosticSurfaces:catalog
milvus,GRPC_REST_VECTOR_API,diagnostic_surface:session,parser_declares_route_requiring_parser_remap_or_existing_sblr_binding_verification,PARSER_REMAP_ONLY,parser remap lead,public_execution_plan/final-sblr-sbsql-parser-remap-closure/,project/src/parsers/compatibility/milvus/milvus_dialect.cpp#kDiagnosticSurfaces:session
