compatibility,compatibility_surface,normalized_command,sblr_route,refusal_policy,source_search_key,compatibility_isolation,downstream_phase,cross_node_distributed_query_marker
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script,own_compatibility_surface_only,FPR-P2,not_cluster_query
foundationdb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/data-distributor-internals.md#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
foundationdb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/tests/AsyncFileCorrectness.txt#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
foundationdb,reference_surface:changefeed_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/tests/CMakeLists.txt#keyword:changefeed,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility-engines/immudb/capability-summary.md#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/RELEASE_EVIDENCE_MANIFEST.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/regression/SOURCE_POINTERS.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
immudb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
immudb,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CODE_OF_CONDUCT.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/.circleci/config.yml#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/README_processing_engine.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
influxdb,reference_surface:changefeed_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/influxdb/README.md#keyword:changefeed,own_compatibility_surface_only,FPR-P2,not_cluster_query
influxdb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/influxdb/appendix-compatibility-influxdb-exact-extraction-slice-4-migration-changefeed-retention-compaction-and-query-optimization-profile.md#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:galera_cluster,cluster.reconcile.apply_merge_policy,required_new:sblr.cluster.reconciliation.v1:cluster.reconcile.apply_merge_policy,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:galera,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_catalog_object_mapping.csv#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/CMakeLists.txt#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
mariadb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/CMakeLists.txt#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/std_data/unicode/allkeys1400.txt#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/std_data/unicode/allkeys1400.txt#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/columnstore/columnstore/cmapi/CMakeLists.txt#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/mroonga/vendor/groonga/plugins/CMakeLists.txt#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
mariadb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/rocksdb/rocksdb/USERS.md#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
milvus,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/CODE_OF_CONDUCT.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/configs/milvus.yaml#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/docs/developer_guides/how_to_develop_with_local_milvus_proto.md#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
milvus,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/pkg/.mockery_pkg.yaml#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:shard,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:placement_policy,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:placement,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:replica_control,cluster.tx.begin_distributed,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:replica,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:range_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/license/LICENSE_SOURCE.txt#keyword:range,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/regression/SOURCE_POINTERS.md#keyword:distributed,own_compatibility_surface_only,FPR-P2,cross_node_distributed_cluster_authority_not_local_query
mongodb,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/README.third_party.md#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/idl/compatibility_rules.yml#keyword:tablet,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/idl/idl_schema.yml#keyword:raft,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:failover_control,cluster.node.admit_member,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/resmokeconfig/matrix_suites/mappings/no_causal_consistency_replica_sets_kill_stepdown_terminate_jscore_passthrough.yml#keyword:failover,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:partition_distribution,cluster.placement.assign_tablet_range,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/resmokeconfig/suites/concurrency_sharded_multi_stmt_txn_stepdown_terminate_kill_primary.yml#keyword:partition,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:leader_election,cluster.node.set_role,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/src/mongo/db/repl/README.md#keyword:leader,own_compatibility_surface_only,FPR-P2,not_cluster_query
mongodb,reference_surface:changefeed_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/specifications/chapters/compatibilitys/mongodb/appendix-compatibility-mongodb-exact-extraction-slice-5-sharding-index-migration-cdc-and-optimizer-profile.md#keyword:changefeed,own_compatibility_surface_only,FPR-P2,not_cluster_query
mysql,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query
mysql,reference_surface:replication_control,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query
mysql,reference_surface:cdc_stream,cluster.metrics.emit_event,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:cdc,own_compatibility_surface_only,FPR-P2,not_cluster_query
