compatibility,compatibility_surface,normalized_command,parser_route,sblr_route,refusal_policy
apache_ignite,apache_ignite.admin.control_script,cluster.admin.refuse_reference_shell_control,source_search_key=project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.admin.control_script;intake_id=FSC-INTAKE-COMPATIBILITY-0001;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.admin.refuse_reference_shell_control,exact_pre_provider_refusal_no_provider_call
firebird,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/CHANGELOG.md#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0213;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
firebird,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/CHANGELOG.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0214;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
firebird,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/builds/install/arch-specific/darwin/License.txt#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0215;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
firebird,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/extern/libcds/test/stress/data/text.txt#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0216;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
firebird,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/firebird/5.0.4/source/extern/libcds/test/stress/data/text.txt#keyword:tablet;intake_id=FSC-INTAKE-COMPATIBILITY-0217;source_family=tablet_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility-engines/foundationdb/capability-summary.md#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0218;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility-engines/foundationdb/capability-summary.md#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0219;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility-engines/foundationdb/transaction-and-cluster-summary.md#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0220;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_catalog_seeds/foundationdb/foundationdb_beta2_full_seed_manifest.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0221;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/foundationdb/foundationdb_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0222;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/clean-room/NOTES.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0223;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/CODE_OF_CONDUCT.md#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0224;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/bindings/flow/CMakeLists.txt#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0225;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/data-distributor-internals.md#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0226;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/design/data-distributor-internals.md#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0227;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/tests/AsyncFileCorrectness.txt#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0228;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
foundationdb,reference_surface:changefeed_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_release_acquisition/foundationdb/7.3.77/source/tests/CMakeLists.txt#keyword:changefeed;intake_id=FSC-INTAKE-COMPATIBILITY-0229;source_family=changefeed_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility-engines/immudb/capability-summary.md#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0230;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/RELEASE_EVIDENCE_MANIFEST.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0231;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/regression/SOURCE_POINTERS.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0232;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0233;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0234;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0235;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0236;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0237;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0238;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0239;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
immudb,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CODE_OF_CONDUCT.md#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0240;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0241;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0242;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0243;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0244;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0245;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0246;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/.circleci/config.yml#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0247;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/README_processing_engine.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0248;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:changefeed_stream,cluster.metrics.emit_event,source_search_key=docs/specifications/chapters/compatibilitys/influxdb/README.md#keyword:changefeed;intake_id=FSC-INTAKE-COMPATIBILITY-0249;source_family=changefeed_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
influxdb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/specifications/chapters/compatibilitys/influxdb/appendix-compatibility-influxdb-exact-extraction-slice-4-migration-changefeed-retention-compaction-and-query-optimization-profile.md#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0250;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0251;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0252;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:cdc_stream,cluster.metrics.emit_event,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:cdc;intake_id=FSC-INTAKE-COMPATIBILITY-0253;source_family=cdc_stream;compatibility_parser_isolation=own_surface_only,sblr.cluster.report.v3:cluster.metrics.emit_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:galera_cluster,cluster.reconcile.apply_merge_policy,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:galera;intake_id=FSC-INTAKE-COMPATIBILITY-0254;source_family=galera_cluster;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.reconciliation.v1:cluster.reconcile.apply_merge_policy,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0255;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0256;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:raft_consensus,cluster.tx.validate_finality_proof,source_search_key=docs/reference/compatibility_catalog_seeds/mariadb/mariadb_catalog_object_mapping.csv#keyword:raft;intake_id=FSC-INTAKE-COMPATIBILITY-0257;source_family=raft_consensus;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.validate_finality_proof,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/CMakeLists.txt#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0258;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/CMakeLists.txt#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0259;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:range_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/std_data/unicode/allkeys1400.txt#keyword:range;intake_id=FSC-INTAKE-COMPATIBILITY-0260;source_family=range_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:leader_election,cluster.node.set_role,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/std_data/unicode/allkeys1400.txt#keyword:leader;intake_id=FSC-INTAKE-COMPATIBILITY-0261;source_family=leader_election;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.set_role,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:failover_control,cluster.node.admit_member,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/columnstore/columnstore/cmapi/CMakeLists.txt#keyword:failover;intake_id=FSC-INTAKE-COMPATIBILITY-0262;source_family=failover_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.node.admit_member,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:shard_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/mroonga/vendor/groonga/plugins/CMakeLists.txt#keyword:shard;intake_id=FSC-INTAKE-COMPATIBILITY-0263;source_family=shard_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
mariadb,reference_surface:tablet_placement,cluster.placement.assign_tablet_range,source_search_key=docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/rocksdb/rocksdb/USERS.md#keyword:tablet;intake_id=FSC-INTAKE-COMPATIBILITY-0264;source_family=tablet_placement;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.assign_tablet_range,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,reference_surface:cluster_topology_or_control,cluster.job.start_controlled,source_search_key=docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:cluster;intake_id=FSC-INTAKE-COMPATIBILITY-0265;source_family=cluster_topology_or_control;compatibility_parser_isolation=own_surface_only,sblr.cluster.control.v3:cluster.job.start_controlled,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,reference_surface:replication_control,cluster.replication.consume_cluster_event,source_search_key=docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:replication;intake_id=FSC-INTAKE-COMPATIBILITY-0266;source_family=replication_control;compatibility_parser_isolation=own_surface_only,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,reference_surface:placement_policy,cluster.security.validate_policy_version,source_search_key=docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:placement;intake_id=FSC-INTAKE-COMPATIBILITY-0267;source_family=placement_policy;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,reference_surface:replica_control,cluster.tx.begin_distributed,source_search_key=docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:replica;intake_id=FSC-INTAKE-COMPATIBILITY-0268;source_family=replica_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.transaction.v1:cluster.tx.begin_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,reference_surface:partition_distribution,cluster.placement.validate_partition_distribution,source_search_key=docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:partition;intake_id=FSC-INTAKE-COMPATIBILITY-0269;source_family=partition_distribution;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.placement.v1:cluster.placement.validate_partition_distribution,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
milvus,reference_surface:distributed_execution_or_control,cluster.query.plan_distributed,source_search_key=docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:distributed;intake_id=FSC-INTAKE-COMPATIBILITY-0270;source_family=distributed_execution_or_control;compatibility_parser_isolation=own_surface_only,required_new:sblr.cluster.query.v1:cluster.query.plan_distributed,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution
