compatibility,external_authority_surface,provider_boundary,admission_policy,fail_closed_behavior,test_destination,source_search_key
immudb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:restore
immudb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/immudb/1.11.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:foreign
immudb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:extension
immudb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/immudb/1.11.0/source/CHANGELOG.md#keyword:process
influxdb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/influxdb/README.md#keyword:file
influxdb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:external
influxdb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:tool
influxdb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/influxdb/influxdb_3_beta2_full_seed_manifest.yaml#keyword:migration
influxdb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/clean-room/NOTES.md#keyword:copy
influxdb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/evidence/grammar/SOURCE_POINTERS.md#keyword:process
influxdb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:plugin
influxdb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/release-notes/RELEASE_NOTES_SOURCE.md#keyword:ingest
influxdb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/.circleci/config.yml#keyword:restore
influxdb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/influxdb/3.9.0/source/.circleci/config.yml#keyword:export
mariadb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:file
mariadb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:plugin
mariadb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:external
mariadb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:tool
mariadb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_11_4_beta2_full_seed_manifest.yaml#keyword:migration
mariadb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_builtin_inventory.csv#keyword:restore
mariadb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mariadb/mariadb_catalog_inventory.csv#keyword:process
mariadb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/RELEASE_EVIDENCE_MANIFEST.yaml#keyword:copy
mariadb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/CMakeLists.txt#keyword:export
mariadb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/CMakeLists.txt#keyword:connector
mariadb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/rocksdb/rocksdb/CMakeLists.txt#keyword:ingest
milvus,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/milvus/README.md#keyword:file
milvus,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:import
milvus,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:external
milvus,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:tool
milvus,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:migration
milvus,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/milvus/2.6.5/clean-room/NOTES.md#keyword:copy
milvus,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:process
milvus,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:connector
milvus,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:ingest
milvus,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/.devcontainer.json#keyword:extension
milvus,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/.github/actions/cache/action.yaml#keyword:restore
mongodb,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mongodb/README.md#keyword:file
mongodb,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:external
mongodb,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:tool
mongodb,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:migration
mongodb,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/clean-room/NOTES.md#keyword:copy
mongodb,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/license/LICENSE_SOURCE.txt#keyword:backup
mongodb,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/license/LICENSE_SOURCE.txt#keyword:import
mongodb,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/license/LICENSE_SOURCE.txt#keyword:extension
mongodb,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/README.third_party.md#keyword:process
mongodb,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/README.third_party.md#keyword:ingest
mongodb,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/docs/vpat.md#keyword:connector
mysql,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:file
mysql,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:plugin
mysql,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:external
mysql,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:tool
mysql,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:migration
mysql,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mysql/8.4.8/clean-room/NOTES.md#keyword:copy
mysql,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/CMakeLists.txt#keyword:import
mysql,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/CMakeLists.txt#keyword:process
mysql,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/Docs/sp-imp-spec.txt#keyword:restore
mysql,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/extra/protobuf/protobuf-24.4/src/google/protobuf/testdata/map_test_data.txt#keyword:foreign
mysql,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/libs/mysql/serialization/readme.md#keyword:ingest
neo4j,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/neo4j/README.md#keyword:file
neo4j,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/neo4j/neo4j_2025_beta2_full_seed_manifest.yaml#keyword:external
neo4j,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/neo4j/neo4j_2025_beta2_full_seed_manifest.yaml#keyword:tool
neo4j,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/neo4j/neo4j_2025_beta2_full_seed_manifest.yaml#keyword:migration
neo4j,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/clean-room/NOTES.md#keyword:copy
neo4j,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/license/LICENSE_SOURCE.txt#keyword:import
neo4j,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/license/LICENSE_SOURCE.txt#keyword:extension
neo4j,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/source/CONTRIBUTING.md#keyword:process
neo4j,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/source/community/community-it/cypher-it/src/test/resources/procedures.json#keyword:connector
neo4j,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/source/community/configuration/PublicApi.txt#keyword:backup
neo4j,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/specifications/chapters/compatibilitys/neo4j/appendix-compatibility-neo4j-exact-extraction-slice-1-release-surface-catalog-api-and-conformance-inventory-profile.md#keyword:ingest
opensearch,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/opensearch/README.md#keyword:file
opensearch,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:plugin
opensearch,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:external
opensearch,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:tool
opensearch,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:migration
opensearch,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:ingest
opensearch,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/clean-room/NOTES.md#keyword:copy
opensearch,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/license/LICENSE.txt#keyword:import
opensearch,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/.github/benchmark-configs.json#keyword:restore
opensearch,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/.github/workflows/benchmark-pull-request.yml#keyword:process
opensearch,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/modules/lang-painless/src/main/resources/org/opensearch/painless/spi/java.lang.txt#keyword:connector
opensearch,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.claude/commands/ppl-bugfix.md#keyword:import
opensearch,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.claude/commands/ppl-bugfix.md#keyword:file
opensearch,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.claude/commands/ppl-bugfix.md#keyword:tool
opensearch,reference_surface:external_process_boundary,external_process_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.claude/commands/ppl-bugfix.md#keyword:process
opensearch,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.claude/harness/ppl-bugfix-reference.md#keyword:plugin
opensearch,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/CLAUDE.md#keyword:external
opensearch,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/LICENSE.txt#keyword:copy
opensearch,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/datasources/src/main/resources/datasources-index-mapping.yml#keyword:connector
opensearch,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/dev/Pagination-v2.md#keyword:restore
opensearch,reference_surface:live_ingest_boundary,live_ingest_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/dev/datasource-query-s3.md#keyword:ingest
opensearch,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/docs/dev/intro-v3-architecture.md#keyword:migration
postgresql,reference_surface:file_io_boundary,file_io_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/postgresql/README.md#keyword:file
postgresql,reference_surface:external_provider_boundary,external_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:external
postgresql,reference_surface:service_tool_boundary,service_tool_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:tool
postgresql,reference_surface:migration_provider_boundary,migration_provider_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:migration
postgresql,reference_surface:plugin_extension_boundary,plugin_extension_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_catalog_inventory.csv#keyword:extension
postgresql,reference_surface:external_connector_boundary,external_connector_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_catalog_inventory.csv#keyword:foreign
postgresql,reference_surface:copy_file_boundary,copy_file_boundary,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/postgresql/18.3/RELEASE_EVIDENCE_MANIFEST.yaml#keyword:copy
postgresql,reference_surface:backup_restore_or_snapshot,backup_restore_or_snapshot,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/.cirrus.tasks.yml#keyword:backup
postgresql,reference_surface:import_export_file_io,import_export_file_io,engine_admission_required_parser_cannot_execute_external_authority,fail_closed_without_provider_or_engine_authorization,project/tests/sblr_surface/,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/.cirrus.tasks.yml#keyword:import
